tweet_id,user_id,conversation_id,content,posted_on
1381950216480374784,18771160,,See also @janhoglund’s reading notes here - https://t.co/0BQhmIWZ1m,2021-04-13 12:39:41
1381950204115574784,863249816,,"@SarahNHarding Sorry to hear of your terrible news. It's really sad.I really hope you make it, I have actually met… https://t.co/wW7o7AvLjV",2021-04-13 12:39:38
1381943805327343618,1043537939731496962,,"@MKShujaaz Mi what I did I accepted the fact that imeisha na nikaanza kujikeep busy like watching movies,hustling a… https://t.co/94LgeiUUHK",2021-04-13 12:14:13
1381890451880476673,2430655002,,"Now in #Audio !

An #EXPLOSIVE #Dartmoor #Victorian #saga of #deception #prison #arson &amp; doomed #love 

'Like readi… https://t.co/O470SBY8Mg",2021-04-13 08:42:12
1381950155230900227,554346186,,"finally got to watch The Box!😭❤️
we’re @peachwanggg basically crying over chanyeol in every scene lmao akjxksjxkdjx… https://t.co/BFH2nzVGTO",2021-04-13 12:39:27
1381950145797967875,1207407487890137090,,"@Vailskibum94 hey tell me if this is true or not, I remember watching the LEGO Movie back at the theater when it ca… https://t.co/ubqzHSN1Io",2021-04-13 12:39:24
1381950139540066310,460160385,,"i can't believe it took me until today, while watching a youtube video about the 2015 tarzan movie, to connect the… https://t.co/D7lXH2Zucl",2021-04-13 12:39:23
1381950138621513736,1656294284,,@theLucyStrange I am reading The Castle By The Sea at the moment and it is absolutely breathtaking. Stunning writin… https://t.co/2xesrQgyyl,2021-04-13 12:39:23
1381833001001172999,914658368,,Ingekuaje tungekua tunasoma vitabu kama tunavyo soma comments,2021-04-13 04:53:55
1381871929339097090,574354304,1381833001001172999,"How can you read a book the same way you read “Comments”. A book needs composure, concentrations and understanding.… https://t.co/xlGxMZ6g1A",2021-04-13 07:28:36
1381508936671498244,3358476335,,"The Book “Jeene Ki Raah (Way of Living)” is worthy of being kept in every home. By reading and following it, you wi… https://t.co/pJtpx4ng2A",2021-04-12 07:26:12
1381202133727387649,4000964114,,what’s a kdrama opinion that’ll have you like this? https://t.co/z7i8D0yMJK,2021-04-11 11:07:04
1381950115250892804,3238835960,1381202133727387649,"okay let me list:
1. tried watching reply series (1988 and 1997) 4 times, until ep 8 lang ako, we never clicked.

2… https://t.co/QGt8hcTM52",2021-04-13 12:39:17
1381950101912838146,1323610258481180673,,@Nataliesh65 Thank you so much for sending these. I really love reading books.,2021-04-13 12:39:14
1381950090311577605,15602088,,"@TheCastleHunter @SamHeughan @penswordbooks I have both of those books. Now watching the videos of the second one,… https://t.co/tr3JTtdhVg",2021-04-13 12:39:11
1381950083973976070,4214751,,@MysterySolvent I’m so glad my childhood pictures are reading books. 😔,2021-04-13 12:39:10
1381950059755937799,1196003574733389824,,"@PLASTlCLETTERS it's.. uhh.. a fun movie to watch, like not exceptional but you enjoy watching it",2021-04-13 12:39:04
1342997458205466626,1186295863393554432,,For who do you write for?,2020-12-27 00:55:20
1381950046409740289,1124025002729385984,1342997458205466626,honestly for myself as practice for oc books one day (hopefully) and also @minniesimper @binniesbutt as long as you… https://t.co/2kEUJJqB6N,2021-04-13 12:39:01
1381950035257028611,2790474653,,"@shlbers @bessbell Elementary school, library day, I chose Harry Potter, a book waay above my reading ""level"".  I g… https://t.co/30WKv5Dyo1",2021-04-13 12:38:58
1380778543689265157,3358476335,,"A devotee, who on reading the book ""Way Of Living"" will take initiation and worship according to the rules, will no… https://t.co/WV0tP9skYu",2021-04-10 07:03:53
1381737922219630594,523596222,,Yesterday's Warship related how Dessalines didn't liberate Haiti's neighboring countries and this not only changed… https://t.co/4Yj2ztvbwr,2021-04-12 22:36:06
1381949966348910592,1040151416591986688,,"Thanks for the tag @DannyJamesWard !
My 6 likes,
🏞️ Bushwalking 🥾
💃🏾 Dancing 🇮🇳🇱🇰
📺 Movies 🍿
📖 Reading 👓
🔬 Microbes… https://t.co/INmAHkdO3p",2021-04-13 12:38:42
1381948959598411777,1657752720,,Racist Kids' Books Raise Racist Kids: Reading Isn't Neutral- https://t.co/uMLT0DxGjo,2021-04-13 12:34:41
1381664136300523524,904351504735318016,,My review for the heartbreaking yet beautifully written #whatbeautythereis by @coryanderwrites I had so much emotio… https://t.co/zqxm8AKe9N,2021-04-12 17:42:54
1381859187525750785,1240558531226435584,,imagine being an EMA hater and reading this series bro the absolute hell that must have been,2021-04-13 06:37:58
1381640882890285059,1100235300108824576,,"and if i were them, i would also choose a chair like that, the reason? because it is more comfortable and wide, so… https://t.co/ysw8rHwnKX",2021-04-12 16:10:30
1381949925571887108,1372622780575932422,,"I read books  before, no wonder I peaked in middle school. Brb bout to start reading the first book of Harry Potter today.",2021-04-13 12:38:32
1381941414980894720,1304132923197718528,,"Can you imagine reading a book version of SCK, like the absolute 💔 of reading Serkan's thoughts in ep14, his inner… https://t.co/iNErsfq8Px",2021-04-13 12:04:43
1381949920677011456,1863849434,,"Watching, #Snatch. Now that's 'MY' kinda movie. LOL! Big up #Channel 5 !",2021-04-13 12:38:31
1381763343770210312,883007472608227328,,"#GodMorningTuesday
The Book ""Jineh Ki Raah"" (Way of Living)"" is worthy of being kept in every home. By reading and… https://t.co/rMeqeIR8A2",2021-04-13 00:17:07
1381949864859295746,1520809028,,"@kindaoldtown @UprightSiddy My sister and I couldn’t eat breakfast without something to read. We’d walk to school,… https://t.co/9ibFCF6pBq",2021-04-13 12:38:17
1381949864418938884,1370970343356076032,,"Izumi: Um……Yesterday, I saw a dream that I had been watching a movie with you yesterday but——",2021-04-13 12:38:17
1381781241318547457,513569023,,"Mentally Over Watching Anything Demeaning To Black Ppl As A Whole. Movies, Police Killing Videos, Us Killing Us. Etc.",2021-04-13 01:28:14
1381949845720666118,44734376,,Me and my baby just chilling watching a goofy movie 😍,2021-04-13 12:38:13
1381409910966063104,1247157302970314760,,"#MustListen_Satsang
The Book ""Jineh Ki Raah"" (Way of Living)"" is worthy of being kept in every home. By reading and… https://t.co/KZXUUzpuLg",2021-04-12 00:52:42
1381949480287764488,1059794663324958721,,I always fall asleep while watching movies 🤦🏽‍♂️,2021-04-13 12:36:46
1381949234560307204,3472591457,,"Don't miss this fun #podcast at 
https://t.co/bP0rXILjdu 
talking about #pets and #books and #life 

There's a… https://t.co/psVbVeoO0D",2021-04-13 12:35:47
1381949802439708679,1358894085214461957,,@Keem_113 WE ARE WATCHING A MOVIE THAT DOES HAVE A HAPPY ENDING!!,2021-04-13 12:38:02
1381949197620928517,1377568101919821828,,"🌻🕰hello!! Im sasha and im looking for mutuals/friends on #booktwt or #fandomtwt generally
 
🕰some of my fav books -… https://t.co/HwAdPjp33Z",2021-04-13 12:35:38
1381949785826021376,755489100053053440,,@Ned_Cray Same feeling I had watching one overly hyped movie 🤦,2021-04-13 12:37:58
1380449238023335940,1220740708673511429,,"Tomorrow, Vbank will be at the Wine and Conversations event.

If you’re a book lover, join us for an evening of win… https://t.co/lCb9JKXEJ4",2021-04-09 09:15:20
1381845154353532928,1056288214426812417,,"A deed a day 📝 

Day 1 of Ramadan 🌙 

Today, try to avoid wasting your time watching movies and programmes that con… https://t.co/9KDIDRrZfA",2021-04-13 05:42:12
1381949687998087172,280519734,,@jruggiero86 @cinema_recall @MutantTheater2 @Spotify @WhateverJSoto @movie_drone That image is so iconic   it's lik… https://t.co/BNna6ghLKj,2021-04-13 12:37:35
1381949671246028801,1268521700204912642,,"@TheOliverTwins @Lord_Sugar I was just reading about this on my lunchbreak in the @RMCRetro book!
I know, I have ju… https://t.co/gmj2ZbFpbC",2021-04-13 12:37:31
1381685558695563266,245919705,,"Celebrate the publication of @jdsctt's Mask for Mask! Hosted by @heartbarf (dead horse), JD Scott and fellow poets… https://t.co/PAtXCKjYgQ",2021-04-12 19:08:02
1381829437981749251,1121554471,,Was reading a book from Pakistan which argues that non-Muslims are exempt from death punishment for blasphemy as pe… https://t.co/ot9JSRExE9,2021-04-13 04:39:45
1381949636521250817,1338878941059117057,,tangina grabe sometimes i just wanna isolate myself and enjoy reading books in bed. then bigla kong maalala yung modules ko. lintek.,2021-04-13 12:37:23
1381949636101996544,950350964082528256,,"Reading my book on Harold Wilson and come across this quote from him, which the current leadership could take note… https://t.co/hc5Z2C9WOv",2021-04-13 12:37:23
1381949603625512962,1372825455875735553,,@nostalgicc_mess Okay. When would you know that your writings are worth reading by others? And do suggest me some books to read🥺,2021-04-13 12:37:15
1381949600899203073,1128794124847595522,,What book are you currently reading?  #life #share2steem,2021-04-13 12:37:14
1381949594532147200,1276615589838991361,,@KyleBrandt @nbcdays @Ali_Sweeney @Bryan_Dattilo Watching that movie is never a waste of my mutha fuckin time.,2021-04-13 12:37:13
1381949573711601664,1274068325023145985,,would be allowed to proceed as planned. Part of a scare event to wake people up? i dunno. just seems odd. events ar… https://t.co/eeASFJ9Bin,2021-04-13 12:37:08
1381949563234349061,1066340175452794880,,"I remember watching the old Dorthy and the wizard of Oz movie, a part of it was black and white and the rest was in… https://t.co/KQcTfqAp2S",2021-04-13 12:37:05
1381949557194563587,1248942640151834631,,"@lunathemoon333 have you ever cried about this?

👀 - yes
🥱- no
- watching a movie?
- listening to music?
- of happi… https://t.co/OXEvQ2gpcm",2021-04-13 12:37:04
1381949523258396677,1248942640151834631,,"@swervothe1st have you ever cried about this?

👀 - yes
🥱- no
- watching a movie?
- listening to music?
- of happine… https://t.co/bdlapbiUXK",2021-04-13 12:36:56
1381949507101986819,1527435433,,"WILD by Kristin Hannah - a new book, with the new book smell and the new book shiny gold bits and the new book soft… https://t.co/sqHtdulc7Z",2021-04-13 12:36:52
1381938484563210243,1128703026489774080,,"#tuesdaymotivations the book 📖 Jeene Ki Rah (way of living)
Is worthy of being kept in every home 🏡 . By reading 📚… https://t.co/vbMnbbJIAa",2021-04-13 11:53:04
1381949498742734850,211927587,,"I forgot about my book I was reading, I think imma have to get a new iPad at some point cuz I don’t like to read on… https://t.co/vlW0ePohjo",2021-04-13 12:36:50
1381949498725961731,1248942640151834631,,"@UnusualCruel have you ever cried about this?

👀 - yes
🥱- no
- watching a movie?
- listening to music?
- of happine… https://t.co/SWE1xYGGkr",2021-04-13 12:36:50
1381949496788127745,1220416520477728768,,@Crash_Shadow_ TY @Crash_Shadow_! Day 7 #VBT 4 Elanora &amp; the Salt Marsh #Mystery w/b for bookreviews➡️… https://t.co/YgA885uQ45,2021-04-13 12:36:50
1381949492484657154,2950481970,,"Watching @SonyLIV college life drama series #girlshostel season 1&amp; 2, starring @parulgulati, @shreya_mehta… https://t.co/Yvijsj3MAs",2021-04-13 12:36:49
1381949492367400973,1375780328124649473,,@DruidicM @StephenKing I starting reading SL while waiting for my bus home in a very sketchy bus station. I had to… https://t.co/b2s00JnXE6,2021-04-13 12:36:49
1381768115906875397,1359606337949364224,,They’re watching a movie at Rin’s house when Osamu falls asleep on his lap. Atsumu and Gin are sitting on the floor… https://t.co/NCpNW4CXO3,2021-04-13 00:36:05
1381949473501351939,1043543468,,"Reading a ton of books (self-improvement, marketing, finance) won’t make a difference unless you spend some time re… https://t.co/kcVxXoshOw",2021-04-13 12:36:44
1381949468057206790,3059845439,,"It's another week and another radio interview for Ruth. Today, Ruth talks to Becs Millington on United Christian Br… https://t.co/YpLsDyK7IE",2021-04-13 12:36:43
1381949466186502148,1248942640151834631,,"@ImNotArcher have you ever cried about this?

👀 - yes
🥱- no
- watching a movie?
- listening to music?
- of happines… https://t.co/3Bcy1Ktwmc",2021-04-13 12:36:42
1381356557162668033,939231415601913856,,"ok ok just had a talk with my bf where I was like ""sometimes I get so excited while reading my eyes.. skip over ent… https://t.co/Lx5TMC4Ww6",2021-04-11 21:20:42
1381949451200294913,1189231482197426183,1381356557162668033,I don’t go back. I end up reading the book again at a later date and realising I missed whole sections 😭 https://t.co/edK69o2LtP,2021-04-13 12:36:39
1381948304179744768,3244814624,,"The U.S. budget deficit just hit a record high -- largely driven by the federal stimulus payments.

I am currently… https://t.co/6DaHooEvlv",2021-04-13 12:32:05
1381949447316324359,21681828,,"@ByCKRobertson About 80% of my reading fits that bill - my Insta is @LilyMWrites, same as here. (Although I’m not only a book instagrammer!)",2021-04-13 12:36:38
1381949432686579714,1248942640151834631,,"@young_fxxking_j have you ever cried about this?

👀 - yes
🥱- no
- watching a movie?
- listening to music?
- of happ… https://t.co/1dqRE7pJHJ",2021-04-13 12:36:34
1381709781660889090,26981455,,"Go to your Watchlist &gt; Sort by Shuffle. The first row of films are what you're watching next. What have you got?

♣️♠️♦️🃏",2021-04-12 20:44:17
1381949424243417089,540094379,1381709781660889090,watch me procrastinate in watching these movies like i always do https://t.co/D68PD2EYqV https://t.co/ETUe0ZCvtB,2021-04-13 12:36:32
1381948531963875330,625430036,,"Change Your routine in this Ramadan: 

-Stop Listening to music 
- Stop Watching Movies 
- No Use of Abusive Words… https://t.co/nW5rfeuS9t",2021-04-13 12:33:00
1381934170440675329,1912196948,,"(Corrected link) My book launch/preorder campaign for FREAKY, FUNKY FISH is set! Join me on Sat. 5/8 at 10:30 am ES… https://t.co/ELw4OnWCl7",2021-04-13 11:35:55
1381610076054679552,1341110742767034372,,What’s the most awkward date y’all ever been on?,2021-04-12 14:08:05
1381942431814451204,62037775,1381610076054679552,A woman invited me over to watch a movie and when I got there it was a bunch of people from her cult church watchin… https://t.co/93hrCz8e1T,2021-04-13 12:08:45
1381949386305978369,1331728152167583747,,"May this Ugadi bring you happiness, peace, and prosperity. Wishing you a joyous Ugadi festival. Wish you Happy Ugad… https://t.co/zXUvepbvQA",2021-04-13 12:36:23
1381946147707748355,255877042,,"Now watching #CrimeAndJusticeShowmax episode 6, GREED.

Why are you not watching this awesome series? What's your e… https://t.co/unxWWClEhM",2021-04-13 12:23:31
1381949378278133763,885495340916408320,,@Helen_Fields Always feel more comfy when reading imperial as fluency in reading stutters when metric comes up in books.,2021-04-13 12:36:21
1381708813347254272,55738158,,@Public_Citizen I just watched Rampart the other day with Woody Harrelson playing the racist cop who beat/killed wi… https://t.co/qMoLLcbiLG,2021-04-12 20:40:26
1381949354873868300,34479746,,@eliistender10 Just bought your book..Amazon US... so looking forward to reading it! Thank you for all you do. https://t.co/MBL7AQT7L7,2021-04-13 12:36:16
1381515711391137792,780570708246011905,,"Salam,
It's very important that the Muslim community knows about this. 
Jazakum Allahu Khayran https://t.co/x4PzGd6wwJ",2021-04-12 07:53:07
1381588214977298434,1245600222530527232,1381515711391137792,"A lot of Muslim youth, myself included, looked up to Mohamed Zeyara after watching the Inspiration series. A lot of… https://t.co/GOfRrCiBi6",2021-04-12 12:41:13
1381949331075440642,1268051510539280384,,@catboy_luca Reading all the books I don’t think so /s,2021-04-13 12:36:10
1381949311370592256,1133764359556161536,,The joys of buying second-hand books: finding creepy AF notes inside them... #books #reading #bookshops https://t.co/MMBToHmITy,2021-04-13 12:36:05
1381949311009886215,151300843,,@realDailyWire I’m not watching this movie and not will smith anymore,2021-04-13 12:36:05
1381853785136463876,509962767,,Decades of research suggests that reading for pleasure is a key indicator of future success. How can a child become… https://t.co/SsQkuU9i3s,2021-04-13 06:16:30
1381944699972358150,1228007273026478086,,Being a Trot online means reading absolutely deranged nonsense takes about Trotsky and Trotskyism by people who hav… https://t.co/mEEW9BJkuw,2021-04-13 12:17:46
1381949297374027786,1146486982723301376,,@JackCarrUSA @juliewa43117224 I have this innate ability to not remember what I have read shortly after reading a b… https://t.co/7Jvttqvbrq,2021-04-13 12:36:02
1381949288226430977,1291926366116601856,,"My job is complete when they are reading books on the way to class. 
#librarylove 
@DISD_Libraries 
@COliverLibrary… https://t.co/R3qPCPE6uV",2021-04-13 12:36:00
1381949254428672003,1076967440024768512,,@kittynalgas @fragoles @shikyonohana i raise u skipping to the end of the chapter/book bc u wont b able to concentr… https://t.co/u6LYsvPERg,2021-04-13 12:35:52
1381630689771159555,31632905,,"#MiddayGuide |

A campaign hopes to revive the habit of reading, especially in non-urban areas of Navi Mumbai and R… https://t.co/LBvfbu4yFA",2021-04-12 15:30:00
1381844384803651585,553396754,,"Lost secrets &amp; untold lore come to light, while sinister forces attempt to steal much coveted… https://t.co/rDkqt3f9Uo",2021-04-13 05:39:09
1381949170890776578,818813894722486273,,YouTube night data is making me watch a lot of old movies. Why am I watching Hercules (1958)?,2021-04-13 12:35:32
1381949161294159879,3309496053,,"@TonyElumeluFDN Ralphprints publishers and printers of educational materials, coming up with quality children's wri… https://t.co/MLLZA4HbpZ",2021-04-13 12:35:30
1381949159121489926,1203445628287823874,,Watching the Hannibal series and honestly I've been having nightmares. I've watched all the movies &amp; i was never shook 😞,2021-04-13 12:35:29
1381949145343123462,738144851988910081,,Do things that make you happy. Like reading a book or watching T.V!,2021-04-13 12:35:26
1381949132621889545,1107816217128124416,,"I’m reading a book on the neurophysiology of #bipolardisorder, and mind=blown. All those questions about why some p… https://t.co/R2nov3cfYd",2021-04-13 12:35:23
1381768746860183553,1050865274625363968,,"From a book I am reading for my master’s, called “how the brain learns.” So this is why orthopaedic surgeons work o… https://t.co/T8kdJJpbBC",2021-04-13 00:38:35
1381949058554683394,1251070590133420032,,@Apocrywhore Gwen would snatch that book while it was floating in the air she would open it from the first page rea… https://t.co/LrHFXdYIzC,2021-04-13 12:35:05
1381949054016499712,923297639977795585,,Check out our latest #ChangeManagement blog series to learn more about how #ADKAR can help change your business for… https://t.co/NsC5oe1n7J,2021-04-13 12:35:04
1381606339546259463,1202803338359656449,,"A devotee, who on reading the #book ""Way Of Living"" will take initiation and worship according to the rules, will n… https://t.co/oLMEuUWNSU",2021-04-12 13:53:15
1381940853778874376,745361615667638273,,"Good morning! #WritingCommunity #5amwritersclub 

Who needs a #writerLift?

Drop your #genre, #WIP, #book link,… https://t.co/aR9lWJyszb",2021-04-13 12:02:29
1381949042062729218,1110491983,,"Rock Of Salvation @mjschiller is available at https://t.co/o0Q9BDREq7 

#asmsg #iartg #amreading #reading #book… https://t.co/Etjo1w00vo",2021-04-13 12:35:01
1381949036387651586,409559715,,"We're reading @BlueZones for book club!
One big takeaway: lifelong activity.

👉Join our Zoom session today (4/13) a… https://t.co/53su6Fu0pn",2021-04-13 12:35:00
1381949036371005445,264237726,,"🏡3/4 bedroom house for sale £385K with a great sized garden😀NEW TO THE MARKET!
https://t.co/JR8tBajugv
📞call 011894… https://t.co/7jbdJVJFRO",2021-04-13 12:35:00
1381937589142216705,527479387,,Enjoyed watching #Teddy Nice Fantasy movie after a long time. @arya_offl loved ur calm and composed acting❤️,2021-04-13 11:49:31
1381822854296178689,1006754568284377090,,"New article:

""The Box' beats Minari and placed 1st in the box office at once""

""It is very good news for the film… https://t.co/awwwBe0XUS",2021-04-13 04:13:36
1381823203987886085,1006754568284377090,1381822854296178689,"One of the biggest points of watching the movie, the world-class songs that flow throughout.  They have NEVER been… https://t.co/GJhsSfaFSR",2021-04-13 04:14:59
1380674698502152194,2750910237,,"So, I actually ended up binge watching the entire series of The Queen’s Gambit today 😬 and it was fabulous! If you… https://t.co/lCJZNz7D8H",2021-04-10 00:11:14
1381948984122544129,30455629,,They say reading a book can take you anywhere! How about taking a trip to anywhere...and reading the book when you… https://t.co/DnA41J4hl1,2021-04-13 12:34:47
1381871953535991808,1024343457073123328,,"#Regency #HotNewRelease A Comfortable Alliance

Their marriage was easy until love complicated it.

“An emotional r… https://t.co/y1FwUUS6zl",2021-04-13 07:28:42
1381948937670692864,3300768505,,the book i’m reading is shit,2021-04-13 12:34:36
1381948934738878464,1372777534136360960,,"@TeddiThompsonS1 Find something that you can do to relax you for a couple of hours before- reading, movies, hobbies… https://t.co/ZwwItqJSzR",2021-04-13 12:34:36
1353289242458386437,1208784590304956416,,"Jackie is having a party and everyone’s invited; even #baby elephants 📚📚📚
https://t.co/BkRHF07WEV
#toddlerlife… https://t.co/0K1t6bbVHS",2021-01-24 10:31:12
1381948930003439619,1366436682409607170,,"And the fazbear frights books are scarier!
i started reading step closer yesterday, and it starts off with a kid go… https://t.co/JIDXF6Eqi3",2021-04-13 12:34:34
